"vague","grappe","s01q01","s01q02__1","s01q02__2","s01q02__3","s01q02__4","s01q02__5","s01q02__6","s01q02__7","s01q02__8","s01q02__9","s01q02__10","s01q02__11","s01q02_autre","s01q03__1","s01q03__2","s01q03__3","s01q03__4","s01q03__5","s01q03__6","s01q03__7","s01q03__8","s01q03__9","s01q03__10","s01q03_autre","s01q04","s01q04_autre","s01q05","s01q06","s01q06_autre","s01q07","s01q08__1","s01q08__2","s01q08__3","s01q08__4","s01q09","s01q10","s01q11","s01q12","s01q13__1","s01q13__2","s01q13__3","s01q13__4","s01q13__5","s01q14__1","s01q14__2","s01q14__3","s01q14__4","s01q14__5","s01q14__6","s01q14__7","s01q14__8","s01q14__9","s01q14__10"
2,236,2230,0,1,0,0,0,0,0,0,0,0,2,"Mandingue",1,0,0,2,0,0,0,0,0,0,,2,,50,3,,2,,,,,,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1,237,1800,2,1,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,,2,,7,1,,1,1,,,,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1
2,238,2000,0,2,1,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,0,0,,3,,57,2,,1,1,1,2,2,2,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1
1,239,178,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,3,,15,2,,1,,,,,,,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1
2,240,1200,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,10,3,,1,1,,,,1,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
1,241,1709,0,1,0,2,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
1,242,1835,0,1,0,2,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,35,2,,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1
2,243,290,0,1,0,0,0,0,0,0,0,0,0,,0,2,0,1,0,0,0,0,0,0,,3,,28,3,,1,1,2,2,2,1,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
1,244,1500,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,40,2,,1,,,,,,,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1
2,245,1200,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,2,,1,1,,,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2,246,1924,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,2,3,,2,,,,,,,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
1,247,13000,0,1,2,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,0,0,,2,,30,2,,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
2,248,900,0,1,2,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,35,2,,1,,,,,,,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1
1,249,332,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,15,2,,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
2,250,1500,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,80,2,,1,,,,,,,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1
1,251,4000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,3,1,,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1
2,252,9000,1,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,2,,35,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
1,253,20000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"MACON",2,,3,1,,1,1,1,,,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1
2,254,3000,1,0,2,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,,2,,0,3,,2,,,,,,,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1
1,255,26000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,0,0,,2,,3,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
2,256,12000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,"TRANSPORT",2,,5,1,,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1
1,257,10500,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"chauffeur djarkarta",2,,3,1,,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1
2,258,11000,1,0,2,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1
1,259,18000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,3,,3,1,,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1
2,260,12000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,3,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1
1,261,20000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"metier",3,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1
2,262,30000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1
1,263,22000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,3,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1
2,264,9999,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1
1,265,6000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
2,266,2981,1,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1
1,267,3500,0,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"metier",4,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1
2,268,2000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,1,3,,1,1,,,,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
1,269,1937,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,1,,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1
2,270,7453,1,2,0,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,0,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1
1,271,949,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,22,1,,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1
2,272,2000,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,5,1,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,,1,1,2,2,2,1,1,2
1,273,380,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,33,2,,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1
2,274,701,1,0,0,0,2,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,5,2,,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
1,275,753,1,0,0,0,2,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,7,2,,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1
2,276,405,1,0,0,0,2,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,4,,5,3,,2,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1
1,277,950,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,1,,25,2,,1,,,,,,,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1
1,278,5000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,0,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1
2,279,9999,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,2,0,,5,,0,1,,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1
2,280,1118,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,7,2,,1,1,2,2,2,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
1,281,4072,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,3,,28,1,,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1
2,282,853,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,17,2,,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2
1,283,785,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,3,,7,3,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1
2,284,1426,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,7,1,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1
1,285,536,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,3,,7,3,,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1
2,286,658,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,5,,10,3,,1,1,1,2,2,1,3,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1
1,287,725,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,4,,20,3,,1,1,1,2,2,2,4,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1
2,288,1860,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,46,2,,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1
1,289,935,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,8,3,,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1,290,2052,1,2,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,2,0,0,,3,,0,1,,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1
2,291,9999,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,25,2,,1,,1,,,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1
2,292,1150,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,8,3,,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1
1,293,1199,2,0,1,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,,2,,7,1,,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1
2,294,2000,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,15,2,,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1
1,295,,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,,2,,0,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,2,2,2,1,2,1
2,296,2300,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,,3,,2,1,,1,1,1,2,2,2,3,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1
1,297,7000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,,7,"terre plate",0,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1
2,298,11000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,2,,2,1,,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1
1,299,8698,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,7,"terre plate",0,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1
2,300,3000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,,3,,5,1,,1,2,1,2,2,2,3,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1
1,301,,1,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,7,"terre plate",0,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1
2,302,6000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,0,0,,3,,5,2,,1,2,1,2,2,2,3,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1
1,303,,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,7,"terre plate",0,1,,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1
2,304,11000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"Transport",2,,0,1,,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
1,305,1200,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,,3,,1,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1
2,306,3500,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,,2,,1,1,,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1
1,307,15000,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,7,"terrain plat",16,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2,308,1989,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,9,3,,2,,,,,,,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1
1,309,1086,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,7,"terre plate",30,1,,1,,,,,,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1
2,310,1200,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,7,3,,2,,,,,,,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1
1,311,13500,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,,2,,5,1,,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1
2,312,15000,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,2,0,0,0,0,0,,2,,7,1,,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
1,313,900,2,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,0,0,,7,"ravin",29,1,,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1
2,314,650,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,15,3,,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1
1,315,530,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,2,,27,1,,1,1,1,2,2,2,3,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1
2,316,2500,1,2,0,0,0,0,0,0,0,0,0,,0,0,2,0,1,0,0,0,0,0,,2,,0,3,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1
1,317,4000,1,0,2,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,0,0,,4,,22,1,,1,,,,,,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1
2,318,98,1,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,,2,,2,2,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1
1,319,2800,1,2,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,0,0,,2,,7,6,"ROUTE SABLE",1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1
2,320,1985,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,3,,4,2,,1,,,,,,,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
1,321,617,2,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,2,0,0,0,,3,,7,2,,1,,,,,,,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1
2,322,2214,2,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,0,0,,3,,2,3,,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1
1,323,50000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
2,324,10235,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1
1,325,22000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
2,326,13896,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,2,,3,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,,,,,,,,
1,327,8800,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,70,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
2,328,21707,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1
1,329,804,1,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1
2,330,16953,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,4,,4,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1
1,331,11575,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
2,332,9998,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1
1,333,800,1,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,2,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1
2,334,3200,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,,1,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1
1,335,2000,1,0,0,0,0,0,0,0,0,0,2,"arabe",1,0,2,0,0,0,0,0,0,0,,2,,3,2,,1,,,,,,,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1
2,336,859,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,1,,33,2,,1,2,1,2,2,2,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
1,337,15000,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,18,1,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
2,338,900,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,1,,5,3,,2,,,,,,,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1
1,339,491,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,19,3,,2,,,,,,,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1
2,340,457,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,2,,7,1,,1,2,1,2,2,2,4,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1
1,341,6300,2,0,1,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,2,,19,2,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1
2,342,1100,1,0,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,0,0,,2,,4,3,,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
1,343,3000,1,2,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1
2,344,2021,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,3,,20,1,,1,,1,,,2,1,1,1,1,1,1,,,1,1,1,1,1,2,1,1,1,1
1,345,900,1,0,0,0,0,0,0,0,0,2,0,,1,0,0,0,0,0,0,2,0,0,,2,,7,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1
1,346,800,1,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,,3,,1,1,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1
2,347,,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,0,0,,2,,20,1,,1,,1,,,2,1,1,1,1,1,1,,,1,1,1,1,2,2,2,2,2,1
1,348,900,2,1,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,0,0,,1,,14,3,,1,,1,,,2,4,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1
2,349,1651,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,0,0,,3,,6,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1
1,350,1563,2,1,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,,2,,7,3,,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1
2,351,482,2,0,0,0,0,0,0,0,0,1,0,,1,0,0,2,0,0,0,0,0,0,,2,,12,3,,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1
2,352,,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,0,0,,3,,0,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1
2,354,,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,0,0,,3,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
1,355,6000,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1
2,356,1000,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,0,0,,3,,0,2,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1
